City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Condition,Date
272,Namibe,AO,-15.2,12.15,63.32,85,0,2.55,clear sky,2020-07-31 01:13:56
273,Kieta,PG,-6.22,155.63,85.64,66,100,2.46,light rain,2020-07-31 01:13:56
274,Sorland,NO,67.67,12.69,59.05,76,0,4.88,clear sky,2020-07-31 01:13:56
275,Tsiroanomandidy,MG,-18.77,46.03,63.5,90,92,3.69,overcast clouds,2020-07-31 01:13:56
276,Fredericksburg,US,38.3,-77.46,75.2,100,1,2.51,heavy intensity rain,2020-07-31 01:12:32
277,Batagay-Alyta,RU,67.8,130.41,56.21,55,0,3.74,clear sky,2020-07-31 01:13:57
278,Sambava,MG,-14.27,50.17,67.75,87,6,6.67,clear sky,2020-07-31 01:13:57
279,Kushima,JP,31.46,131.23,87.8,70,20,5.82,few clouds,2020-07-31 01:13:57
280,Clinton,US,42.59,-82.92,73.99,69,75,10.29,broken clouds,2020-07-31 01:09:35
281,Opuwo,NA,-18.06,13.84,55.92,37,0,10.36,clear sky,2020-07-31 01:13:57
282,Adre,TD,13.47,22.2,73.74,78,100,8.77,overcast clouds,2020-07-31 01:13:57
283,Manta,EC,-0.95,-80.73,71.6,83,20,8.05,few clouds,2020-07-31 01:13:57
284,Ca Mau,VN,9.18,105.15,81.45,82,100,8.61,light rain,2020-07-31 01:13:57
285,Labrea,BR,-7.26,-64.8,75.61,56,29,2.33,scattered clouds,2020-07-31 01:13:57
286,Gulu,UG,2.77,32.3,64.94,91,100,1.63,overcast clouds,2020-07-31 01:13:57
287,Kavaratti,IN,10.57,72.64,82.29,78,100,19.37,moderate rain,2020-07-31 01:13:57
288,Beringovskiy,RU,63.05,179.32,50.47,83,86,12.66,overcast clouds,2020-07-31 01:13:58
289,San Fernando,PH,15.03,120.69,82.4,88,75,3.36,broken clouds,2020-07-31 01:13:58
290,Nizhniy Kuranakh,RU,58.84,125.49,60.04,81,100,9.73,light rain,2020-07-31 01:13:58
291,Sobolevo,RU,54.43,31.9,50.43,93,0,7.4,clear sky,2020-07-31 01:13:58
292,Aktau,KZ,43.65,51.2,66.2,93,0,4.47,clear sky,2020-07-31 01:12:54
293,Alice Springs,AU,-23.7,133.88,59.0,24,0,14.99,clear sky,2020-07-31 01:13:58
294,Mazagao,BR,-0.12,-51.29,78.8,94,20,3.36,few clouds,2020-07-31 01:13:58
295,Oshikango,NA,-17.4,15.88,57.2,39,0,4.7,clear sky,2020-07-31 01:13:58
296,Dzhebariki-Khaya,RU,62.22,135.8,73.02,33,0,1.3,clear sky,2020-07-31 01:13:58
297,Crawley,GB,51.11,-0.18,63.0,72,0,4.7,clear sky,2020-07-31 01:13:58
298,Coos Bay,US,43.37,-124.22,78.01,87,75,11.41,mist,2020-07-31 01:13:59
299,San Rafael Del Sur,NI,11.85,-86.44,89.6,55,40,9.17,smoke,2020-07-31 01:13:59
300,Mahebourg,MU,-20.41,57.7,69.8,88,75,4.7,broken clouds,2020-07-31 01:13:59
301,Sanming,CN,26.25,117.62,85.46,66,99,3.56,overcast clouds,2020-07-31 01:13:53
302,Port Hedland,AU,-20.32,118.57,69.8,21,0,4.7,clear sky,2020-07-31 01:11:38
303,Mehamn,NO,71.04,27.85,50.92,90,88,7.54,overcast clouds,2020-07-31 01:13:59
304,Longyearbyen,SJ,78.22,15.64,46.4,87,75,1.12,broken clouds,2020-07-31 01:13:59
305,Nahrin,AF,36.06,69.13,70.68,27,0,1.86,clear sky,2020-07-31 01:13:59
306,Balaghat,IN,21.8,80.18,80.71,75,82,2.13,broken clouds,2020-07-31 01:13:59
307,Mosquera,CO,4.71,-74.23,57.2,71,20,12.75,few clouds,2020-07-31 01:12:58
308,Filadelfia,US,39.95,-75.16,87.01,62,90,5.82,overcast clouds,2020-07-31 01:09:24
309,Bar Harbor,US,44.39,-68.2,71.6,78,20,3.36,few clouds,2020-07-31 01:14:00
310,Dunedin,NZ,-45.87,170.5,54.0,63,98,5.01,overcast clouds,2020-07-31 01:14:00
311,Necochea,AR,-38.55,-58.74,44.01,83,42,15.01,scattered clouds,2020-07-31 01:14:00
312,Sochi,RU,43.6,39.73,69.8,88,20,4.05,few clouds,2020-07-31 01:14:00
313,Novopokrovka,UA,49.84,36.55,66.2,88,54,4.47,broken clouds,2020-07-31 01:14:00
314,Havelock,US,34.88,-76.9,82.99,83,90,10.29,overcast clouds,2020-07-31 01:11:41
315,Aksu,CN,41.12,80.26,78.33,23,12,4.7,few clouds,2020-07-31 01:14:00
316,Venado Tuerto,AR,-33.75,-61.97,39.99,60,99,4.0,overcast clouds,2020-07-31 01:14:00
317,Bayeux,BR,-7.12,-34.93,69.8,100,90,10.29,light rain,2020-07-31 01:09:06
318,Zaragoza,ES,41.66,-0.88,81.0,69,0,1.12,clear sky,2020-07-31 01:09:44
319,Saint-Louis,SN,16.33,-15.0,78.8,94,75,9.1,thunderstorm with rain,2020-07-31 01:14:01
320,Atasu,KZ,48.68,71.64,66.88,54,100,2.28,overcast clouds,2020-07-31 01:14:01
321,Port Hawkesbury,CA,45.62,-61.35,71.6,73,75,5.82,broken clouds,2020-07-31 01:14:01
322,Saint-Georges,GD,12.06,-61.75,80.6,88,20,8.05,few clouds,2020-07-31 01:14:01
323,Narsaq,GL,60.92,-46.05,46.4,81,100,4.7,overcast clouds,2020-07-31 01:14:01
324,Changping,CN,40.22,116.22,91.0,61,5,10.0,clear sky,2020-07-31 01:14:01
325,Markala,ML,13.7,-6.07,83.21,60,0,6.87,clear sky,2020-07-31 01:14:01
326,Jalu,LY,29.03,21.55,79.03,44,0,10.16,clear sky,2020-07-31 01:14:02
327,Diapaga,BF,12.07,1.79,78.67,76,1,7.67,clear sky,2020-07-31 01:14:02
328,Druzhba,UA,52.04,33.95,56.98,84,19,5.17,few clouds,2020-07-31 01:14:02
329,Puerto Del Rosario,ES,28.5,-13.86,73.4,78,75,16.11,broken clouds,2020-07-31 01:14:02
330,Chalmette,US,29.94,-89.96,88.0,74,20,11.41,few clouds,2020-07-31 01:14:02
331,Tabatinga,BR,-4.25,-69.94,77.0,100,20,2.24,few clouds,2020-07-31 01:14:02
332,Buenos Aires,AR,-34.61,-58.38,53.6,66,0,14.99,clear sky,2020-07-31 01:13:31
333,Outlook,CA,51.5,-107.05,82.99,56,26,4.0,scattered clouds,2020-07-31 01:14:02
334,Dingle,PH,11.0,122.67,83.98,76,90,8.79,light rain,2020-07-31 01:14:02
335,Imeni Poliny Osipenko,RU,52.42,136.49,63.59,86,99,11.14,overcast clouds,2020-07-31 01:14:03
336,Inta,RU,66.03,60.17,55.11,70,88,10.71,overcast clouds,2020-07-31 01:14:03
337,Surt,LY,31.21,16.59,76.69,79,0,5.68,clear sky,2020-07-31 01:14:03
338,Bella Union,UY,-30.28,-57.6,46.8,93,0,7.78,clear sky,2020-07-31 01:14:03
339,Pimentel,PE,-6.84,-79.93,60.33,89,12,11.72,few clouds,2020-07-31 01:14:03
340,Rundu,NA,-17.93,19.77,50.54,47,0,6.4,clear sky,2020-07-31 01:14:03
341,Sergeyevka,KZ,53.88,67.42,61.9,92,71,7.11,broken clouds,2020-07-31 01:14:03
342,Leavenworth,US,39.23,-95.03,72.0,95,100,1.99,heavy intensity rain,2020-07-31 01:14:03
343,Trairi,BR,-3.28,-39.27,78.15,76,7,13.87,clear sky,2020-07-31 01:14:03
344,Zalantun,CN,48.0,122.72,77.74,64,2,5.99,clear sky,2020-07-31 01:14:03
345,College,US,64.86,-147.8,78.8,39,75,5.82,broken clouds,2020-07-31 01:14:04
346,Port Hardy,CA,50.7,-127.42,71.6,60,5,10.29,clear sky,2020-07-31 01:14:04
347,Bathsheba,BB,13.22,-59.52,82.4,78,20,10.29,few clouds,2020-07-31 01:14:04
348,Smidovich,RU,48.6,133.82,77.2,78,27,5.53,scattered clouds,2020-07-31 01:14:04
349,Kudahuvadhoo,MV,2.67,72.89,82.89,76,100,13.89,light rain,2020-07-31 01:14:04
350,Hovd,MN,48.01,91.64,59.2,42,1,2.68,clear sky,2020-07-31 01:14:04
351,Kompaniyivka,UA,48.25,32.21,71.6,60,100,5.28,overcast clouds,2020-07-31 01:14:04
352,Tandil,AR,-37.32,-59.13,43.0,70,96,3.0,overcast clouds,2020-07-31 01:14:04
353,Bubaque,GW,11.28,-15.83,80.1,82,98,15.12,light rain,2020-07-31 01:14:04
354,Dabat,ET,12.98,37.77,53.08,100,100,1.74,light rain,2020-07-31 01:14:05
355,Gari,RU,59.43,62.35,52.77,97,100,9.4,light rain,2020-07-31 01:14:05
356,Havoysund,NO,71.0,24.66,57.2,62,16,8.05,few clouds,2020-07-31 01:14:05
357,Caxito,AO,-8.58,13.66,69.8,88,75,3.36,broken clouds,2020-07-31 01:14:05
358,Chagoda,RU,59.16,35.33,52.23,98,86,6.78,overcast clouds,2020-07-31 01:14:05
359,Morant Bay,JM,17.88,-76.41,89.6,66,40,8.05,scattered clouds,2020-07-31 01:14:05
360,Rajula,IN,21.05,71.43,81.32,84,100,5.23,light rain,2020-07-31 01:14:05
361,Mwinilunga,ZM,-11.74,24.43,52.36,60,0,5.06,clear sky,2020-07-31 01:14:05
362,Grindavik,IS,63.84,-22.43,50.0,93,75,9.17,broken clouds,2020-07-31 01:14:05
363,Katherine,AU,-14.47,132.27,73.4,31,0,13.87,clear sky,2020-07-31 01:14:05
364,Dalvik,IS,65.97,-18.53,48.2,93,90,2.24,overcast clouds,2020-07-31 01:14:05
365,Chernyshevskiy,RU,63.01,112.47,63.41,59,78,9.37,broken clouds,2020-07-31 01:14:05
366,Kladovo,RS,44.61,22.61,73.0,66,0,4.07,clear sky,2020-07-31 01:14:06
367,Valparaiso,CL,-33.04,-71.63,53.01,87,100,4.7,overcast clouds,2020-07-31 01:11:45
368,Gavle,SE,60.67,17.14,57.99,96,45,8.01,scattered clouds,2020-07-31 01:14:06
369,San Patricio,MX,19.22,-104.7,86.0,74,75,3.98,broken clouds,2020-07-31 01:14:06
370,Adrar,MR,20.5,-10.07,90.72,39,67,6.91,light rain,2020-07-31 01:14:06
371,Faanui,PF,-16.48,-151.75,78.98,79,8,10.36,light rain,2020-07-31 01:14:06
372,Faya,SA,18.39,42.45,66.2,88,20,4.7,few clouds,2020-07-31 01:14:06
373,Souillac,MU,-20.52,57.52,71.6,83,75,3.36,broken clouds,2020-07-31 01:14:06
374,Trinidad,BO,-14.83,-64.9,65.19,38,0,2.91,clear sky,2020-07-31 01:14:06
375,Ukiah,US,39.15,-123.21,96.8,16,1,5.82,clear sky,2020-07-31 01:14:07
376,Padang,ID,-0.95,100.35,75.2,88,40,5.82,scattered clouds,2020-07-31 01:14:07
377,Banda Aceh,ID,5.56,95.32,81.01,73,100,14.12,overcast clouds,2020-07-31 01:14:07
378,Geraldton,AU,-28.77,114.6,51.8,93,93,5.82,overcast clouds,2020-07-31 01:12:50
379,San Jeronimo,PE,-11.95,-75.28,52.3,64,100,4.09,overcast clouds,2020-07-31 01:14:07
380,Tres Picos,MX,15.87,-93.53,81.84,74,64,0.27,moderate rain,2020-07-31 01:14:07
381,Kahului,US,20.89,-156.47,89.6,43,40,20.8,scattered clouds,2020-07-31 01:14:07
382,Tessalit,ML,20.2,1.01,94.26,11,0,8.95,clear sky,2020-07-31 01:14:07
383,Bull Savanna,JM,17.89,-77.59,80.47,77,7,7.99,clear sky,2020-07-31 01:14:07
384,Sabha,LY,27.04,14.43,83.95,24,0,14.47,clear sky,2020-07-31 01:14:07
385,Pietersburg,ZA,-23.9,29.47,44.6,56,0,4.94,clear sky,2020-07-31 01:14:08
386,Palu,ID,-0.89,119.87,82.78,69,95,0.85,light rain,2020-07-31 01:14:08
387,Gayeri,BF,12.65,0.49,82.4,65,100,12.88,overcast clouds,2020-07-31 01:14:08
388,Mount Darwin,ZW,-16.77,31.58,52.99,67,0,4.16,clear sky,2020-07-31 01:14:08
389,Kondoa,TZ,-4.9,35.78,56.53,92,0,3.27,clear sky,2020-07-31 01:14:08
390,Saint-Pierre,RE,-21.34,55.48,68.0,77,20,8.05,few clouds,2020-07-31 01:14:08
391,Novobureyskiy,RU,49.8,129.88,76.3,76,100,6.64,overcast clouds,2020-07-31 01:14:08
392,Srednekolymsk,RU,67.45,153.68,60.44,45,79,11.68,broken clouds,2020-07-31 01:14:08
393,Kushiro,JP,42.98,144.37,69.8,83,20,10.29,fog,2020-07-31 01:14:08
394,Kalanguy,RU,51.02,116.52,68.65,78,100,2.53,moderate rain,2020-07-31 01:14:09
395,Tommot,RU,58.96,126.29,59.9,79,100,9.82,light rain,2020-07-31 01:14:09
396,Novovasylivka,UA,46.83,35.75,72.88,68,87,4.9,overcast clouds,2020-07-31 01:14:09
397,West Bay,KY,19.37,-81.42,86.0,79,20,11.41,few clouds,2020-07-31 01:14:09
398,Borogontsy,RU,62.67,131.17,71.15,34,0,5.73,clear sky,2020-07-31 01:14:09
399,Fort Nelson,CA,58.81,-122.7,78.8,39,5,5.82,clear sky,2020-07-31 01:14:09
400,Bairnsdale,AU,-37.83,147.62,54.0,74,0,1.79,clear sky,2020-07-31 01:14:09
401,Laguna De Perlas,NI,12.34,-83.67,80.94,86,92,8.43,overcast clouds,2020-07-31 01:14:09
402,Tiksi,RU,71.69,128.87,42.53,87,100,5.7,overcast clouds,2020-07-31 01:14:09
403,Azul,AR,-36.78,-59.86,44.01,62,100,7.92,overcast clouds,2020-07-31 01:14:09
404,Itiuba,BR,-10.69,-39.85,65.26,75,0,8.14,clear sky,2020-07-31 01:14:09
405,Paita,PE,-5.09,-81.11,62.08,82,14,9.86,few clouds,2020-07-31 01:14:10
406,Amuntai,ID,-2.42,115.25,82.36,69,75,1.05,broken clouds,2020-07-31 01:14:10
407,Henties Bay,NA,-22.12,14.28,70.56,27,0,11.88,clear sky,2020-07-31 01:14:10
408,Kandrian,PG,-6.22,149.55,81.3,78,60,16.58,light rain,2020-07-31 01:14:10
409,Kybartai,LT,54.64,22.76,53.92,92,12,12.12,few clouds,2020-07-31 01:14:10
410,Sydney,AU,-33.87,151.21,59.0,62,20,11.41,light rain,2020-07-31 01:11:35
411,Los Llanos De Aridane,ES,28.66,-17.92,73.4,64,90,11.41,overcast clouds,2020-07-31 01:14:10
412,Mercedes,AR,-34.65,-59.43,48.99,65,0,3.0,clear sky,2020-07-31 01:14:10
413,Solnechnyy,RU,50.72,136.63,66.33,94,100,5.1,light rain,2020-07-31 01:14:10
414,Itarema,BR,-2.92,-39.92,78.3,76,4,14.0,clear sky,2020-07-31 01:14:10
415,Sibolga,ID,1.74,98.78,78.91,74,100,2.46,overcast clouds,2020-07-31 01:14:11
416,Strai,NO,58.2,7.9,59.0,72,72,2.24,broken clouds,2020-07-31 01:14:11
417,Tuy Hoa,VN,13.08,109.3,79.65,83,100,13.69,light rain,2020-07-31 01:14:11
418,Novikovo,RU,51.15,37.89,60.69,86,100,2.53,overcast clouds,2020-07-31 01:14:11
419,Fairbanks,US,64.84,-147.72,78.8,36,20,8.05,few clouds,2020-07-31 01:14:11
420,Abu Samrah,SY,35.3,37.18,75.22,51,0,7.07,clear sky,2020-07-31 01:14:11
421,Christchurch,NZ,-43.53,172.63,55.99,62,100,10.29,overcast clouds,2020-07-31 01:10:07
422,Andenes,NO,69.31,16.12,55.4,82,0,2.24,clear sky,2020-07-31 01:14:11
423,Leshukonskoye,RU,64.9,45.76,51.91,64,93,8.14,overcast clouds,2020-07-31 01:14:11
424,Port Lincoln,AU,-34.73,135.87,58.68,59,62,13.29,broken clouds,2020-07-31 01:14:11
425,Zhanaozen,KZ,43.3,52.8,68.05,58,0,8.52,clear sky,2020-07-31 01:14:11
426,Port-Gentil,GA,-0.72,8.78,74.48,81,98,12.93,overcast clouds,2020-07-31 01:14:12
427,Waddan,LY,29.16,16.14,75.81,45,0,9.62,clear sky,2020-07-31 01:14:12
428,Nalut,LY,30.33,10.85,76.71,32,0,10.98,clear sky,2020-07-31 01:14:12
429,Mombetsu,JP,44.35,143.35,73.4,78,40,5.82,scattered clouds,2020-07-31 01:14:12
430,Nizwa,OM,22.93,57.53,89.06,45,69,1.34,broken clouds,2020-07-31 01:14:12
431,Vallenar,CL,-28.57,-70.76,64.76,29,0,1.45,clear sky,2020-07-31 01:14:12
432,Cam Ranh,VN,11.92,109.16,86.0,79,75,1.12,broken clouds,2020-07-31 01:14:12
433,Chifeng,CN,42.27,118.96,81.68,50,100,9.66,overcast clouds,2020-07-31 01:14:12
434,Leningradskiy,RU,69.38,178.42,41.76,80,100,15.9,overcast clouds,2020-07-31 01:14:12
435,Akureyri,IS,65.68,-18.09,48.2,93,90,2.24,overcast clouds,2020-07-31 01:14:12
436,Esperance,AU,-33.87,121.9,50.0,100,1,5.82,clear sky,2020-07-31 01:14:12
437,Broome,US,42.25,-75.83,72.0,73,90,2.77,overcast clouds,2020-07-31 01:14:13
438,Severo-Kurilsk,RU,50.68,156.12,56.25,89,98,9.15,overcast clouds,2020-07-31 01:14:13
439,Juneau,US,58.3,-134.42,77.0,41,40,9.17,scattered clouds,2020-07-31 01:09:21
440,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,79.21,42,82,2.89,broken clouds,2020-07-31 01:14:13
441,Huarmey,PE,-10.07,-78.15,61.21,82,39,5.66,scattered clouds,2020-07-31 01:14:13
442,Tahoua,NE,14.89,5.27,77.0,83,100,11.41,moderate rain,2020-07-31 01:14:13
443,Dire,ML,12.28,-10.97,72.28,95,100,1.32,overcast clouds,2020-07-31 01:14:13
444,Hervey Bay,AU,-25.3,152.85,68.0,65,0,11.01,clear sky,2020-07-31 01:14:13
445,Tervel,BG,43.75,27.4,68.0,66,0,1.01,clear sky,2020-07-31 01:14:13
446,Coahuayana,MX,18.73,-103.68,77.0,83,75,6.93,broken clouds,2020-07-31 01:14:13
447,San Quintin,MX,30.48,-115.95,72.19,72,0,10.63,clear sky,2020-07-31 01:14:14
448,Mogadishu,SO,2.04,45.34,77.65,84,23,16.17,light rain,2020-07-31 01:14:14
449,Mayo,US,38.89,-76.51,84.2,88,75,6.93,light rain,2020-07-31 01:14:14
450,Sabang,ID,5.89,95.32,83.28,74,100,21.27,overcast clouds,2020-07-31 01:14:14
451,Puerto Baquerizo Moreno,EC,-0.9,-89.6,66.15,91,91,11.27,overcast clouds,2020-07-31 01:14:14
452,Palauig,PH,15.44,119.9,80.11,82,100,12.66,moderate rain,2020-07-31 01:14:14
453,Olinda,BR,-8.01,-34.86,71.6,88,75,4.7,broken clouds,2020-07-31 01:14:14
454,Portland,US,45.52,-122.68,96.01,24,20,9.17,few clouds,2020-07-31 01:11:54
455,Touros,BR,-5.2,-35.46,73.4,88,40,6.93,scattered clouds,2020-07-31 01:14:14
456,Elliot Lake,CA,46.38,-82.63,71.6,68,90,5.82,overcast clouds,2020-07-31 01:14:15
457,Yacuiba,BO,-22.04,-63.68,48.99,50,17,2.24,few clouds,2020-07-31 01:09:33
458,Yerbogachen,RU,61.28,108.01,61.25,67,81,9.98,broken clouds,2020-07-31 01:14:15
459,Dawson Creek,CA,55.77,-120.24,75.2,38,1,6.93,clear sky,2020-07-31 01:14:15
460,Zhezkazgan,KZ,47.8,67.71,64.4,45,100,6.71,overcast clouds,2020-07-31 01:14:15
461,Mexico,PH,15.06,120.72,82.4,88,75,3.36,broken clouds,2020-07-31 01:14:15
462,Alihe,CN,50.57,123.72,74.77,64,32,5.55,scattered clouds,2020-07-31 01:14:15
463,Edeleny,HU,48.3,20.73,68.0,60,10,5.82,clear sky,2020-07-31 01:14:15
464,Brentwood,US,40.78,-73.25,82.0,83,90,6.93,overcast clouds,2020-07-31 01:14:15
465,Mannargudi,IN,10.67,79.43,80.82,74,97,4.23,overcast clouds,2020-07-31 01:14:15
466,Kaputa,ZM,-8.47,29.66,68.67,62,35,1.01,scattered clouds,2020-07-31 01:14:16
467,Cidreira,BR,-30.18,-50.21,56.75,78,1,15.93,clear sky,2020-07-31 01:14:16
468,Bodden Town,KY,19.28,-81.25,86.0,79,20,11.41,few clouds,2020-07-31 01:14:16
469,Brejo,BR,-3.68,-42.75,77.14,64,2,5.82,clear sky,2020-07-31 01:14:17
470,Coolum Beach,AU,-26.53,153.1,68.0,62,79,8.99,broken clouds,2020-07-31 01:14:17
471,Shakhtinsk,KZ,49.71,72.59,53.6,87,34,2.24,scattered clouds,2020-07-31 01:14:17
472,Porto Murtinho,BR,-21.7,-57.88,57.7,51,0,4.03,clear sky,2020-07-31 01:14:17
473,Rocha,UY,-34.48,-54.33,40.33,93,0,8.16,clear sky,2020-07-31 01:14:17
474,Ishigaki,JP,24.34,124.16,87.8,84,75,11.41,broken clouds,2020-07-31 01:13:44
475,Kribi,CM,2.95,9.92,75.27,90,100,8.01,moderate rain,2020-07-31 01:14:17
476,San Nicolas,PH,18.17,120.6,82.4,94,90,3.36,overcast clouds,2020-07-31 01:14:17
477,Shahpur,IN,16.7,76.83,75.9,87,96,9.19,overcast clouds,2020-07-31 01:14:17
478,Bonavista,CA,48.65,-53.11,55.99,74,100,1.01,overcast clouds,2020-07-31 01:14:18
479,Hohhot,CN,40.81,111.65,69.8,77,0,4.47,clear sky,2020-07-31 01:14:18
480,Zonguldak,TR,41.25,31.83,59.88,90,0,2.53,clear sky,2020-07-31 01:14:18
481,Flinders,AU,-34.58,150.86,55.99,50,20,5.82,few clouds,2020-07-31 01:14:18
482,Maragogi,BR,-9.01,-35.22,72.68,87,24,9.82,light rain,2020-07-31 01:14:18
483,Sao Felix Do Xingu,BR,-6.64,-51.99,75.24,47,60,1.52,broken clouds,2020-07-31 01:14:19
484,Ponta Do Sol,PT,32.67,-17.1,68.0,68,20,8.05,few clouds,2020-07-31 01:14:19
485,Vigrestad,NO,58.57,5.7,55.0,99,98,3.0,overcast clouds,2020-07-31 01:14:19
486,Lata,PT,40.16,-8.33,64.0,91,48,1.99,scattered clouds,2020-07-31 01:14:19
487,Clyde River,CA,70.47,-68.59,37.4,100,90,13.87,light rain,2020-07-31 01:14:20
488,Owen Sound,CA,44.57,-80.94,68.0,91,0,5.08,clear sky,2020-07-31 01:14:20
489,Ginda,IN,30.69,78.49,65.95,86,61,1.01,light rain,2020-07-31 01:14:20
490,Immokalee,US,26.42,-81.42,86.0,70,20,4.7,few clouds,2020-07-31 01:14:20
491,Charagua,BO,-19.8,-63.22,53.13,47,0,1.79,clear sky,2020-07-31 01:14:21
492,Bosaso,SO,11.28,49.18,90.68,48,100,10.11,overcast clouds,2020-07-31 01:14:21
493,Safford,US,32.83,-109.71,111.2,7,1,16.11,clear sky,2020-07-31 01:13:54
494,Karpogory,RU,64.0,44.45,53.78,94,100,5.32,light rain,2020-07-31 01:14:21
495,Qui Nhon,VN,13.77,109.23,80.11,82,100,4.21,light rain,2020-07-31 01:10:51
496,Idrinskoye,RU,54.37,92.14,59.74,87,100,8.41,overcast clouds,2020-07-31 01:14:21
497,Darnah,LY,32.77,22.64,76.12,75,0,14.16,clear sky,2020-07-31 01:14:21
498,San Andres,CO,12.58,-81.7,84.2,83,40,8.05,scattered clouds,2020-07-31 01:10:10
499,Kedrovyy,RU,56.17,91.82,60.8,82,100,8.95,overcast clouds,2020-07-31 01:14:22
500,Karawang,ID,-6.3,107.31,77.0,57,20,3.36,few clouds,2020-07-31 01:14:22
501,Gondanglegi,ID,-7.75,112.01,77.23,74,0,15.01,clear sky,2020-07-31 01:14:22
502,Kenai,US,60.55,-151.26,68.0,52,40,8.05,scattered clouds,2020-07-31 01:14:22
503,Lahad Datu,MY,5.03,118.33,83.12,72,100,5.17,overcast clouds,2020-07-31 01:14:22
504,Kuminskiy,RU,58.67,66.57,54.43,96,100,3.89,overcast clouds,2020-07-31 01:14:23
505,Gimli,CA,50.63,-96.99,82.99,82,0,3.0,clear sky,2020-07-31 01:14:23
506,Pacific Grove,US,36.62,-121.92,68.0,68,20,11.41,few clouds,2020-07-31 01:12:35
507,Brownsville,US,25.9,-97.5,87.8,74,20,13.87,few clouds,2020-07-31 01:14:23
508,Fukue,JP,32.69,128.84,86.0,79,75,8.05,broken clouds,2020-07-31 01:14:23
509,Ibra,OM,22.69,58.53,88.32,52,69,2.8,broken clouds,2020-07-31 01:14:23
510,Gweta,BW,-20.18,25.23,53.33,40,0,7.94,clear sky,2020-07-31 01:14:23
511,Iquique,CL,-20.22,-70.14,59.0,72,20,11.41,few clouds,2020-07-31 01:11:00
512,Smiths Falls,CA,44.9,-76.02,66.0,87,0,2.84,clear sky,2020-07-31 01:14:24
513,Puerto Madryn,AR,-42.77,-65.04,46.62,53,100,17.02,overcast clouds,2020-07-31 01:14:24
514,Laguna,US,38.42,-121.42,95.0,14,1,11.41,clear sky,2020-07-31 01:14:24
515,Boisar,IN,19.8,72.75,81.25,84,100,5.03,light rain,2020-07-31 01:14:24
516,Ilulissat,GL,69.22,-51.1,46.4,70,48,2.24,scattered clouds,2020-07-31 01:14:24
517,Bardiyah,LY,31.76,25.09,75.24,68,0,9.01,clear sky,2020-07-31 01:14:25
518,Ciro Marina,IT,39.37,17.13,81.73,46,0,5.66,clear sky,2020-07-31 01:14:25
519,Lamu,KE,-2.27,40.9,75.85,88,4,13.27,clear sky,2020-07-31 01:14:25
520,Krishnanagar,IN,23.4,88.5,82.49,82,98,5.53,overcast clouds,2020-07-31 01:14:25
521,Norsup,VU,-16.07,167.38,82.4,78,75,3.36,broken clouds,2020-07-31 01:14:25
522,Aquin,HT,18.28,-73.4,82.45,78,100,6.91,overcast clouds,2020-07-31 01:14:25
523,Newport,GB,51.59,-3.0,64.99,80,0,4.32,clear sky,2020-07-31 01:10:40
524,Kitgum,UG,3.28,32.89,64.33,93,26,3.29,light rain,2020-07-31 01:14:25
525,San Policarpo,PH,12.18,125.51,82.58,74,100,4.05,light rain,2020-07-31 01:14:26
526,Tera,NE,14.01,0.75,91.22,39,100,7.83,light rain,2020-07-31 01:14:26
527,Half Moon Bay,US,37.46,-122.43,77.0,82,90,10.29,overcast clouds,2020-07-31 01:14:26
528,Spokane,US,47.62,-117.37,98.01,14,40,5.82,scattered clouds,2020-07-31 01:13:28
529,Merauke,ID,-8.47,140.33,79.57,70,68,15.3,broken clouds,2020-07-31 01:14:26
530,Pangnirtung,CA,66.15,-65.71,52.92,78,100,4.94,light rain,2020-07-31 01:14:27
531,Grand Gaube,MU,-20.01,57.66,68.0,84,6,1.99,clear sky,2020-07-31 01:14:27
532,Sinjar,IQ,36.32,41.88,83.93,14,0,5.99,clear sky,2020-07-31 01:14:27
533,Vestmannaeyjar,IS,63.44,-20.27,52.29,87,100,9.24,overcast clouds,2020-07-31 01:14:27
534,Comodoro Rivadavia,AR,-45.87,-67.5,41.0,80,100,5.82,overcast clouds,2020-07-31 01:14:27
535,Saint Pete Beach,US,27.73,-82.74,86.0,1,26,11.54,scattered clouds,2020-07-31 01:14:27
536,Kismayo,SO,-0.36,42.55,77.23,84,10,15.82,light rain,2020-07-31 01:14:28
537,Kikuyu,KE,-1.25,36.66,57.2,87,65,3.96,broken clouds,2020-07-31 01:14:28
538,Vila Franca Do Campo,PT,37.72,-25.43,68.0,82,40,6.93,scattered clouds,2020-07-31 01:14:28
539,Russell,US,32.35,-85.2,87.8,58,1,3.62,clear sky,2020-07-31 01:14:28
540,Joigny,FR,47.98,3.4,66.0,51,0,6.85,clear sky,2020-07-31 01:14:28
541,Maracas,BR,-13.44,-40.43,57.02,99,2,5.28,clear sky,2020-07-31 01:14:29
542,Minsk,BY,53.9,27.57,59.0,67,16,8.95,few clouds,2020-07-31 01:12:19
543,Blytheville,US,35.93,-89.92,87.8,66,1,12.75,light rain,2020-07-31 01:14:29
544,Luzhou,CN,28.87,105.44,74.75,89,100,2.57,overcast clouds,2020-07-31 01:14:29
